Additional Descriptions,All Highlight Fields,Common Names,Data Type,Derivation Code,Derivation Description,Description,Document Index (generated),Fdc Id,Food Code,foodNutrients Index (generated),foods Index (generated),Ndb Number,Nutrient Id,Nutrient Name,Nutrient Number,Published Date,Scientific Name,Unit Name,Number of Records per result.json,Score,Value
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,42,2,,1246,"Vitamin B-12, added",578,4/1/2020,,UG,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,43,2,,1253,Cholesterol,601,4/1/2020,,MG,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,44,2,,1258,"Fatty acids, total saturated",606,4/1/2020,,G,1,325.17438,0.015
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,45,2,,1259,4:00,607,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,46,2,,1260,6:00,608,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,47,2,,1261,8:00,609,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,48,2,,1262,10:00,610,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,49,2,,1263,12:00,611,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,50,2,,1264,14:00,612,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,51,2,,1265,16:00,613,4/1/2020,,G,1,325.17438,0.012
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,52,2,,1266,18:00,614,4/1/2020,,G,1,325.17438,0.003
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,53,2,,1268,18:01,617,4/1/2020,,G,1,325.17438,0.042
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,54,2,,1269,18:02,618,4/1/2020,,G,1,325.17438,0.09
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,55,2,,1270,18:03,619,4/1/2020,,G,1,325.17438,0.065
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,56,2,,1271,20:04,620,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,57,2,,1272,22:6 n-3 (DHA),621,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,58,2,,1275,16:01,626,4/1/2020,,G,1,325.17438,0.001
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,59,2,,1276,18:04,627,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,60,2,,1277,20:01,628,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,61,2,,1278,20:5 n-3 (EPA),629,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,62,2,,1279,22:01,630,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,63,2,,1280,22:5 n-3 (DPA),631,4/1/2020,,G,1,325.17438,0
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,64,2,,1292,"Fatty acids, total monounsaturated",645,4/1/2020,,G,1,325.17438,0.043
"strawberries, NS as to raw, cooked, canned, or frozen","<b>Includes</b>: strawberries, NS as to <em>raw</em>, cooked, canned, or frozen",,Survey (FNDDS),,,Strawberry,1,786790,63223020,65,2,,1293,"Fatty acids, total polyunsaturated",646,4/1/2020,,G,1,325.17438,0.155
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,1,3,9427,1104,"Vitamin A, IU",318,4/1/2019,Crateva religiosa,IU,1,314.3931,100
,,garlic pear,SR Legacy,NC,Calculated,Abiyuch,1,167782,,2,3,9427,1062,Energy,268,4/1/2019,Crateva religiosa,kJ,1,314.3931,290
,,garlic pear,SR Legacy,NC,Calculated,Abiyuch,1,167782,,3,3,9427,1005,"Carbohydrate, by difference",205,4/1/2019,Crateva religiosa,G,1,314.3931,17.6
,,garlic pear,SR Legacy,NC,Calculated,Abiyuch,1,167782,,4,3,9427,1008,Energy,208,4/1/2019,Crateva religiosa,KCAL,1,314.3931,69
,,garlic pear,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Abiyuch,1,167782,,5,3,9427,1105,Retinol,319,4/1/2019,Crateva religiosa,UG,1,314.3931,0
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,6,3,9427,1106,"Vitamin A, RAE",320,4/1/2019,Crateva religiosa,UG,1,314.3931,5
,,garlic pear,SR Legacy,Z,"Assumed zero (Insignificant amount or not naturally occurring in a food, such as fiber in meat)",Abiyuch,1,167782,,7,3,9427,1257,"Fatty acids, total trans",605,4/1/2019,Crateva religiosa,G,1,314.3931,0
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,8,3,9427,1087,"Calcium, Ca",301,4/1/2019,Crateva religiosa,MG,1,314.3931,8
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,9,3,9427,1092,"Potassium, K",306,4/1/2019,Crateva religiosa,MG,1,314.3931,304
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,10,3,9427,1095,"Zinc, Zn",309,4/1/2019,Crateva religiosa,MG,1,314.3931,0.31
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,11,3,9427,1010,Sucrose,210,4/1/2019,Crateva religiosa,G,1,314.3931,0.05
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,12,3,9427,1011,Glucose (dextrose),211,4/1/2019,Crateva religiosa,G,1,314.3931,4.5
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,13,3,9427,1014,Maltose,214,4/1/2019,Crateva religiosa,G,1,314.3931,0.2
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,14,3,9427,1051,Water,255,4/1/2019,Crateva religiosa,G,1,314.3931,79.9
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,15,3,9427,1004,Total lipid (fat),204,4/1/2019,Crateva religiosa,G,1,314.3931,0.1
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,16,3,9427,1003,Protein,203,4/1/2019,Crateva religiosa,G,1,314.3931,1.5
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,17,3,9427,1007,Ash,207,4/1/2019,Crateva religiosa,G,1,314.3931,0.9
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,18,3,9427,1012,Fructose,212,4/1/2019,Crateva religiosa,G,1,314.3931,3.8
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,19,3,9427,1258,"Fatty acids, total saturated",606,4/1/2019,Crateva religiosa,G,1,314.3931,0.014
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,20,3,9427,1107,"Carotene, beta",321,4/1/2019,Crateva religiosa,UG,1,314.3931,60
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,21,3,9427,1108,"Carotene, alpha",322,4/1/2019,Crateva religiosa,UG,1,314.3931,0
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,22,3,9427,1162,"Vitamin C, total ascorbic acid",401,4/1/2019,Crateva religiosa,MG,1,314.3931,54.1
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,23,3,9427,1079,"Fiber, total dietary",291,4/1/2019,Crateva religiosa,G,1,314.3931,5.3
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,24,3,9427,1089,"Iron, Fe",303,4/1/2019,Crateva religiosa,MG,1,314.3931,1.61
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,25,3,9427,1090,"Magnesium, Mg",304,4/1/2019,Crateva religiosa,MG,1,314.3931,24
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,26,3,9427,1091,"Phosphorus, P",305,4/1/2019,Crateva religiosa,MG,1,314.3931,47
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,27,3,9427,1093,"Sodium, Na",307,4/1/2019,Crateva religiosa,MG,1,314.3931,20
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,28,3,9427,1098,"Copper, Cu",312,4/1/2019,Crateva religiosa,MG,1,314.3931,0.057
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,29,3,9427,1101,"Manganese, Mn",315,4/1/2019,Crateva religiosa,MG,1,314.3931,0.182
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,30,3,9427,2000,"Sugars, total including NLEA",269,4/1/2019,Crateva religiosa,G,1,314.3931,8.55
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,31,3,9427,1013,Lactose,213,4/1/2019,Crateva religiosa,G,1,314.3931,0
,,garlic pear,SR Legacy,A,Analytical,Abiyuch,1,167782,,32,3,9427,1075,Galactose,287,4/1/2019,Crateva religiosa,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,1,4,,1003,Protein,203,4/1/2020,,G,1,314.3931,0.26
,,,Survey (FNDDS),,,Apple,1,786631,63101000,2,4,,1004,Total lipid (fat),204,4/1/2020,,G,1,314.3931,0.17
,,,Survey (FNDDS),,,Apple,1,786631,63101000,3,4,,1005,"Carbohydrate, by difference",205,4/1/2020,,G,1,314.3931,13.81
,,,Survey (FNDDS),,,Apple,1,786631,63101000,4,4,,1008,Energy,208,4/1/2020,,KCAL,1,314.3931,52
,,,Survey (FNDDS),,,Apple,1,786631,63101000,5,4,,1018,"Alcohol, ethyl",221,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,6,4,,1051,Water,255,4/1/2020,,G,1,314.3931,85.56
,,,Survey (FNDDS),,,Apple,1,786631,63101000,7,4,,1057,Caffeine,262,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,8,4,,1058,Theobromine,263,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,9,4,,2000,"Sugars, total including NLEA",269,4/1/2020,,G,1,314.3931,10.39
,,,Survey (FNDDS),,,Apple,1,786631,63101000,10,4,,1079,"Fiber, total dietary",291,4/1/2020,,G,1,314.3931,2.4
,,,Survey (FNDDS),,,Apple,1,786631,63101000,11,4,,1087,"Calcium, Ca",301,4/1/2020,,MG,1,314.3931,6
,,,Survey (FNDDS),,,Apple,1,786631,63101000,12,4,,1089,"Iron, Fe",303,4/1/2020,,MG,1,314.3931,0.12
,,,Survey (FNDDS),,,Apple,1,786631,63101000,13,4,,1090,"Magnesium, Mg",304,4/1/2020,,MG,1,314.3931,5
,,,Survey (FNDDS),,,Apple,1,786631,63101000,14,4,,1091,"Phosphorus, P",305,4/1/2020,,MG,1,314.3931,11
,,,Survey (FNDDS),,,Apple,1,786631,63101000,15,4,,1092,"Potassium, K",306,4/1/2020,,MG,1,314.3931,107
,,,Survey (FNDDS),,,Apple,1,786631,63101000,16,4,,1093,"Sodium, Na",307,4/1/2020,,MG,1,314.3931,1
,,,Survey (FNDDS),,,Apple,1,786631,63101000,17,4,,1095,"Zinc, Zn",309,4/1/2020,,MG,1,314.3931,0.04
,,,Survey (FNDDS),,,Apple,1,786631,63101000,18,4,,1098,"Copper, Cu",312,4/1/2020,,MG,1,314.3931,0.027
,,,Survey (FNDDS),,,Apple,1,786631,63101000,19,4,,1103,"Selenium, Se",317,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,20,4,,1105,Retinol,319,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,21,4,,1106,"Vitamin A, RAE",320,4/1/2020,,UG,1,314.3931,3
,,,Survey (FNDDS),,,Apple,1,786631,63101000,22,4,,1107,"Carotene, beta",321,4/1/2020,,UG,1,314.3931,27
,,,Survey (FNDDS),,,Apple,1,786631,63101000,23,4,,1108,"Carotene, alpha",322,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,24,4,,1109,Vitamin E (alpha-tocopherol),323,4/1/2020,,MG,1,314.3931,0.18
,,,Survey (FNDDS),,,Apple,1,786631,63101000,25,4,,1114,Vitamin D (D2 + D3),328,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,26,4,,1120,"Cryptoxanthin, beta",334,4/1/2020,,UG,1,314.3931,11
,,,Survey (FNDDS),,,Apple,1,786631,63101000,27,4,,1122,Lycopene,337,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,28,4,,1123,Lutein + zeaxanthin,338,4/1/2020,,UG,1,314.3931,29
,,,Survey (FNDDS),,,Apple,1,786631,63101000,29,4,,1162,"Vitamin C, total ascorbic acid",401,4/1/2020,,MG,1,314.3931,4.6
,,,Survey (FNDDS),,,Apple,1,786631,63101000,30,4,,1165,Thiamin,404,4/1/2020,,MG,1,314.3931,0.017
,,,Survey (FNDDS),,,Apple,1,786631,63101000,31,4,,1166,Riboflavin,405,4/1/2020,,MG,1,314.3931,0.026
,,,Survey (FNDDS),,,Apple,1,786631,63101000,32,4,,1167,Niacin,406,4/1/2020,,MG,1,314.3931,0.091
,,,Survey (FNDDS),,,Apple,1,786631,63101000,33,4,,1175,Vitamin B-6,415,4/1/2020,,MG,1,314.3931,0.041
,,,Survey (FNDDS),,,Apple,1,786631,63101000,34,4,,1177,"Folate, total",417,4/1/2020,,UG,1,314.3931,3
,,,Survey (FNDDS),,,Apple,1,786631,63101000,35,4,,1178,Vitamin B-12,418,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,36,4,,1180,"Choline, total",421,4/1/2020,,MG,1,314.3931,3.4
,,,Survey (FNDDS),,,Apple,1,786631,63101000,37,4,,1185,Vitamin K (phylloquinone),430,4/1/2020,,UG,1,314.3931,2.2
,,,Survey (FNDDS),,,Apple,1,786631,63101000,38,4,,1186,Folic acid,431,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,39,4,,1187,"Folate, food",432,4/1/2020,,UG,1,314.3931,3
,,,Survey (FNDDS),,,Apple,1,786631,63101000,40,4,,1190,"Folate, DFE",435,4/1/2020,,UG,1,314.3931,3
,,,Survey (FNDDS),,,Apple,1,786631,63101000,41,4,,1242,"Vitamin E, added",573,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,42,4,,1246,"Vitamin B-12, added",578,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,43,4,,1253,Cholesterol,601,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,44,4,,1258,"Fatty acids, total saturated",606,4/1/2020,,G,1,314.3931,0.028
,,,Survey (FNDDS),,,Apple,1,786631,63101000,45,4,,1259,4:00,607,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,46,4,,1260,6:00,608,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,47,4,,1261,8:00,609,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,48,4,,1262,10:00,610,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,49,4,,1263,12:00,611,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,50,4,,1264,14:00,612,4/1/2020,,G,1,314.3931,0.001
,,,Survey (FNDDS),,,Apple,1,786631,63101000,51,4,,1265,16:00,613,4/1/2020,,G,1,314.3931,0.024
,,,Survey (FNDDS),,,Apple,1,786631,63101000,52,4,,1266,18:00,614,4/1/2020,,G,1,314.3931,0.003
,,,Survey (FNDDS),,,Apple,1,786631,63101000,53,4,,1268,18:01,617,4/1/2020,,G,1,314.3931,0.007
,,,Survey (FNDDS),,,Apple,1,786631,63101000,54,4,,1269,18:02,618,4/1/2020,,G,1,314.3931,0.043
,,,Survey (FNDDS),,,Apple,1,786631,63101000,55,4,,1270,18:03,619,4/1/2020,,G,1,314.3931,0.009
,,,Survey (FNDDS),,,Apple,1,786631,63101000,56,4,,1271,20:04,620,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,57,4,,1272,22:6 n-3 (DHA),621,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,58,4,,1275,16:01,626,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,59,4,,1276,18:04,627,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,60,4,,1277,20:01,628,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,61,4,,1278,20:5 n-3 (EPA),629,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,62,4,,1279,22:01,630,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,63,4,,1280,22:5 n-3 (DPA),631,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apple,1,786631,63101000,64,4,,1292,"Fatty acids, total monounsaturated",645,4/1/2020,,G,1,314.3931,0.007
,,,Survey (FNDDS),,,Apple,1,786631,63101000,65,4,,1293,"Fatty acids, total polyunsaturated",646,4/1/2020,,G,1,314.3931,0.051
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,1,5,,1003,Protein,203,4/1/2020,,G,1,314.3931,1.4
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,2,5,,1004,Total lipid (fat),204,4/1/2020,,G,1,314.3931,0.39
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,3,5,,1005,"Carbohydrate, by difference",205,4/1/2020,,G,1,314.3931,11.12
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,4,5,,1008,Energy,208,4/1/2020,,KCAL,1,314.3931,48
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,5,5,,1018,"Alcohol, ethyl",221,4/1/2020,,G,1,314.3931,0
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,6,5,,1051,Water,255,4/1/2020,,G,1,314.3931,86.35
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,7,5,,1057,Caffeine,262,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,8,5,,1058,Theobromine,263,4/1/2020,,MG,1,314.3931,0
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,9,5,,2000,"Sugars, total including NLEA",269,4/1/2020,,G,1,314.3931,9.24
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,10,5,,1079,"Fiber, total dietary",291,4/1/2020,,G,1,314.3931,2
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,11,5,,1087,"Calcium, Ca",301,4/1/2020,,MG,1,314.3931,13
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,12,5,,1089,"Iron, Fe",303,4/1/2020,,MG,1,314.3931,0.39
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,13,5,,1090,"Magnesium, Mg",304,4/1/2020,,MG,1,314.3931,10
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,14,5,,1091,"Phosphorus, P",305,4/1/2020,,MG,1,314.3931,23
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,15,5,,1092,"Potassium, K",306,4/1/2020,,MG,1,314.3931,259
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,16,5,,1093,"Sodium, Na",307,4/1/2020,,MG,1,314.3931,1
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,17,5,,1095,"Zinc, Zn",309,4/1/2020,,MG,1,314.3931,0.2
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,18,5,,1098,"Copper, Cu",312,4/1/2020,,MG,1,314.3931,0.078
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,19,5,,1103,"Selenium, Se",317,4/1/2020,,UG,1,314.3931,0.1
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,20,5,,1105,Retinol,319,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,21,5,,1106,"Vitamin A, RAE",320,4/1/2020,,UG,1,314.3931,96
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,22,5,,1107,"Carotene, beta",321,4/1/2020,,UG,1,314.3931,1094
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,23,5,,1108,"Carotene, alpha",322,4/1/2020,,UG,1,314.3931,19
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,24,5,,1109,Vitamin E (alpha-tocopherol),323,4/1/2020,,MG,1,314.3931,0.89
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,25,5,,1114,Vitamin D (D2 + D3),328,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,26,5,,1120,"Cryptoxanthin, beta",334,4/1/2020,,UG,1,314.3931,104
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,27,5,,1122,Lycopene,337,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,28,5,,1123,Lutein + zeaxanthin,338,4/1/2020,,UG,1,314.3931,89
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,29,5,,1162,"Vitamin C, total ascorbic acid",401,4/1/2020,,MG,1,314.3931,10
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,30,5,,1165,Thiamin,404,4/1/2020,,MG,1,314.3931,0.03
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,31,5,,1166,Riboflavin,405,4/1/2020,,MG,1,314.3931,0.04
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,32,5,,1167,Niacin,406,4/1/2020,,MG,1,314.3931,0.6
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,33,5,,1175,Vitamin B-6,415,4/1/2020,,MG,1,314.3931,0.054
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,34,5,,1177,"Folate, total",417,4/1/2020,,UG,1,314.3931,9
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,35,5,,1178,Vitamin B-12,418,4/1/2020,,UG,1,314.3931,0
,,,Survey (FNDDS),,,Apricot,1,786644,63103010,36,5,,1180,"Choline, total",421,4/1/2020,,MG,1,314.3931,2.8
